"Date","Site","TP.ugL","SRP.ugL","DP.ugL","PP.ugL","DOP.ugL","TN.mgL","NOx.mgL","NH4.mgL","DIN.mgL","SolN.mgL","Urea.mgL","DON.mgL","TON.mgL","TKN.mgL","TOC.mgL","SolOC.mgL","Cond","DO.per","Colour_PCU","Turb.NTU","Secchi_cm","Temp.C","pH","Phyco.ugL","TChl.ugL","TN_TP","DIN_SRP"
2009-10-15,"Lake_Inlet",18,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,280,NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA
2009-10-22,"Lake_Inlet",39,NA,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,344,NA,NA,NA,NA,5.53,NA,NA,NA,NA,NA
2009-10-25,"Lake_Inlet",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
2009-10-29,"Lake_Inlet",25,NA,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,4.08,NA,NA,NA,NA,NA
2009-11-05,"Lake_Inlet",15,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,NA,NA,NA,3.06,NA,NA,NA,NA,NA
2009-11-12,"Lake_Inlet",12,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA
2009-11-19,"Lake_Inlet",18,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA
2009-11-26,"Lake_Inlet",30,NA,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,4.63,NA,NA,NA,NA,NA
2009-12-04,"Lake_Inlet",49,11,25,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,3.91,NA,NA,NA,NA,NA
2009-12-10,"Lake_Inlet",24,2,17,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2010-01-14,"Lake_Inlet",15,2,12,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA
2010-02-11,"Lake_Inlet",22,7,20,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA
2010-03-11,"Lake_Inlet",38,7,21,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA
2010-04-07,"Lake_Inlet",87,7,33,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,NA,NA,NA,NA
2010-04-15,"Lake_Inlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,5.03,NA,NA,NA,NA,NA
2010-04-23,"Lake_Inlet",30,2,31,30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,8.05,NA,NA,NA,NA,NA
2010-04-29,"Lake_Inlet",40,6,30,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
2010-05-07,"Lake_Inlet",27,2,23,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,8.46,NA,NA,NA,NA,NA
2010-05-13,"Lake_Inlet",12,2,9,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,6.91,NA,NA,NA,NA,NA
2010-05-21,"Lake_Inlet",13,2,12,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA
2010-05-28,"Lake_Inlet",16,2,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA
2010-06-11,"Lake_Inlet",27,7,27,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,13.37,NA,NA,NA,NA,NA
2010-06-17,"Lake_Inlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,15.19,NA,NA,NA,NA,NA
2010-06-24,"Lake_Inlet",33,12,33,33,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,18.05,NA,NA,NA,NA,NA
2010-07-01,"Lake_Inlet",24,9,27,24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,13.99,NA,NA,NA,NA,NA
2010-07-10,"Lake_Inlet",70,23,57,13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-18,"Lake_Inlet",116,81,112,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,18.58,NA,NA,NA,NA,NA
2010-07-24,"Lake_Inlet",19,19,22,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,20.38,NA,NA,NA,NA,NA
2010-08-01,"Lake_Inlet",24,20,27,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
2010-08-09,"Lake_Inlet",17,14,18,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,16.04,NA,NA,NA,NA,NA
2010-08-15,"Lake_Inlet",31,2,29,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,17.11,NA,NA,NA,NA,NA
2010-08-23,"Lake_Inlet",23,21,25,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,19.04,NA,NA,NA,NA,NA
2010-08-26,"Lake_Inlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-29,"Lake_Inlet",23,8,24,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.37,NA,NA,NA,NA,NA
2010-09-12,"Lake_Inlet",28,11,32,28,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,13.46,NA,NA,NA,NA,NA
2010-09-19,"Lake_Inlet",21,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,13.22,NA,NA,NA,NA,NA
2010-09-26,"Lake_Inlet",64,19,50,14,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,13.09,NA,NA,NA,NA,NA
2010-10-03,"Lake_Inlet",31,21,25,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,11.76,NA,NA,NA,NA,NA
2010-10-10,"Lake_Inlet",26,8,20,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,7.16,NA,NA,NA,NA,NA
2010-10-17,"Lake_Inlet",40,1.5,5,35,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,7.57,NA,NA,NA,NA,NA
2010-10-24,"Lake_Inlet",15,1.5,5,10,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA
2010-11-01,"Lake_Inlet",35,12,25,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA
2010-11-08,"Lake_Inlet",159,2,65,94,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,3.43,NA,NA,NA,NA,NA
2010-11-14,"Lake_Inlet",17,6,18,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,2.38,NA,NA,NA,NA,NA
2010-11-21,"Lake_Inlet",22,7,22,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
2010-11-28,"Lake_Inlet",24,9,17,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2010-12-05,"Lake_Inlet",24,5,23,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA
2010-12-12,"Lake_Inlet",18,4,20,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA
2010-12-19,"Lake_Inlet",21,8,22,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2010-12-26,"Lake_Inlet",48,8,23,25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2011-01-02,"Lake_Inlet",112,28,52,60,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-01-09,"Lake_Inlet",63,2,20,43,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
2011-01-16,"Lake_Inlet",26,7,19,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
2011-01-23,"Lake_Inlet",226,5,24,202,19,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA,NA,292,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2011-01-30,"Lake_Inlet",216,11,23,193,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-02-06,"Lake_Inlet",NA,6,38,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2011-02-13,"Lake_Inlet",588,7,29,559,22,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,298,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-02-19,"Lake_Inlet",65,27,43,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
2011-02-27,"Lake_Inlet",26,6,18,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-03-07,"Lake_Inlet",48,20,48,48,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
2011-03-13,"Lake_Inlet",43,2,28,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-03-20,"Lake_Inlet",66,6,29,37,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2011-03-27,"Lake_Inlet",29,8,21,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2011-04-03,"Lake_Inlet",53,18,21,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
2011-04-10,"Lake_Inlet",62,13,21,41,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA
2011-04-17,"Lake_Inlet",122,20,40,82,20,NA,NA,NA,NA,NA,NA,NA,NA,2.47,NA,NA,152,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA
2011-04-24,"Lake_Inlet",23,8,21,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,2.81,NA,NA,NA,NA,NA
2011-05-01,"Lake_Inlet",78,2,41,37,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,6.42,NA,NA,NA,NA,NA
2011-05-08,"Lake_Inlet",23,7,18,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
2011-05-15,"Lake_Inlet",125,14,44,81,30,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,104,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA
2011-05-22,"Lake_Inlet",48,9,27,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA
2011-05-29,"Lake_Inlet",143,17,58,85,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA
2011-06-05,"Lake_Inlet",52,7,24,28,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,13.66,NA,NA,NA,NA,NA
2011-06-12,"Lake_Inlet",33,10,33,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,14.43,NA,NA,NA,NA,NA
2011-06-19,"Lake_Inlet",36,10,32.3,3.7,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,15.17,NA,NA,NA,NA,NA
2011-06-26,"Lake_Inlet",127,36,57,70,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,15.77,NA,NA,NA,NA,NA
2011-07-03,"Lake_Inlet",39,20,33,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,NA,17.87,NA,NA,NA,NA,NA
2011-07-10,"Lake_Inlet",45,39,41,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,490,NA,NA,NA,NA,19.06,NA,NA,NA,NA,NA
2011-07-17,"Lake_Inlet",48,18,48,48,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,19.75,NA,NA,NA,NA,NA
2011-07-24,"Lake_Inlet",47,15,33,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,NA,NA,NA,NA,18.53,NA,NA,NA,NA,NA
2011-07-31,"Lake_Inlet",35,22,31,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,17.97,NA,NA,NA,NA,NA
2011-08-07,"Lake_Inlet",67,2,35,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,22.41,NA,NA,NA,NA,NA
2011-08-14,"Lake_Inlet",28,8,24,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,NA,NA,NA,NA,18.77,NA,NA,NA,NA,NA
2011-08-21,"Lake_Inlet",34,30,28,6,28,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,410,NA,NA,NA,NA,17.84,NA,NA,NA,NA,NA
2011-08-28,"Lake_Inlet",21,2,21,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-09-04,"Lake_Inlet",41,28,30,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-09-11,"Lake_Inlet",31,16,31,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,11.42,NA,NA,NA,NA,NA
2011-09-18,"Lake_Inlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,9.22,NA,NA,NA,NA,NA
2011-09-25,"Lake_Inlet",24,2,19,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,16.17,NA,NA,NA,NA,NA
2011-10-02,"Lake_Inlet",72,20,53,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,10.87,NA,NA,NA,NA,NA
2011-10-10,"Lake_Inlet",14,6,13,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,13.78,NA,NA,NA,NA,NA
2011-10-16,"Lake_Inlet",93,30,58,35,28,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,161,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA
2011-10-23,"Lake_Inlet",31,9,31,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,8.32,NA,NA,NA,NA,NA
2011-10-30,"Lake_Inlet",17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,3.32,NA,NA,NA,NA,NA
2011-11-06,"Lake_Inlet",10,2,9,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA
2011-11-13,"Lake_Inlet",9,2,7,2,5,0.353,0.01,NA,NA,NA,NA,NA,NA,0.34,NA,NA,309,NA,NA,NA,NA,3.76,NA,NA,NA,86.7341897964704,NA
2011-11-20,"Lake_Inlet",11,2,11,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
2011-11-28,"Lake_Inlet",47,2,16,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA
2011-12-04,"Lake_Inlet",15,2,9,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA
2011-12-11,"Lake_Inlet",80,2,33,47,31,1.283,0.11,NA,NA,NA,NA,NA,NA,1.17,NA,NA,293,NA,NA,NA,NA,0.04,NA,NA,NA,35.4645782429123,NA
2011-12-20,"Lake_Inlet",27,11,21,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-29,"Lake_Inlet",58,6,13,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA
2012-01-02,"Lake_Inlet",77,20,53,24,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2012-01-08,"Lake_Inlet",20,9,19,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA
2012-01-15,"Lake_Inlet",28,2,18,10,16,1.593,0.35,NA,NA,NA,NA,NA,NA,1.24,NA,NA,303,NA,NA,NA,NA,0.06,NA,NA,NA,125.81020630433,NA
2012-01-29,"Lake_Inlet",49,13,41,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2012-02-05,"Lake_Inlet",30,3,13,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
2012-02-19,"Lake_Inlet",22,9,18,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
2012-02-26,"Lake_Inlet",64,7,16,48,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
2012-03-04,"Lake_Inlet",25,2,14,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
2012-03-11,"Lake_Inlet",34,7,25,9,18,0.893,0.59,NA,NA,NA,NA,NA,NA,0.3,NA,NA,165,NA,NA,NA,NA,0.02,NA,NA,NA,58.0805435255985,NA
2012-03-18,"Lake_Inlet",82,2,34,48,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA
2012-03-25,"Lake_Inlet",89,8,27,62,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
2012-04-01,"Lake_Inlet",27,6,14,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA
2012-04-08,"Lake_Inlet",20,5,17,3,12,0.563,0.41,NA,NA,NA,NA,NA,NA,0.15,NA,NA,291,NA,NA,NA,NA,3.31,NA,NA,NA,62.249594858175,NA
2012-04-15,"Lake_Inlet",26,10,25,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-22,"Lake_Inlet",54,8,21,33,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-29,"Lake_Inlet",16,7,12,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-06,"Lake_Inlet",14,8,11,3,3,1.033,0.45,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.166281371466,NA
2012-05-13,"Lake_Inlet",22,2,19,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-21,"Lake_Inlet",25,8,17,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-27,"Lake_Inlet",29,9,27,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-03,"Lake_Inlet",55,13,33,22,20,3.893,0.79,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.523605866543,NA
2012-06-11,"Lake_Inlet",21,2,21,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-18,"Lake_Inlet",20,12,20,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,"Lake_Inlet",28,10,34,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-03,"Lake_Inlet",21,9,25,21,16,4.763,0.29,NA,NA,NA,NA,NA,NA,4.47,NA,NA,400,NA,NA,NA,NA,19.94,NA,NA,NA,501.555984622325,NA
2012-07-08,"Lake_Inlet",31,17,27,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,NA,NA,NA,NA,18.19,NA,NA,NA,NA,NA
2012-07-15,"Lake_Inlet",47,19,21,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,21.64,NA,NA,NA,NA,NA
2012-07-23,"Lake_Inlet",25,11,19,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,18.69,NA,NA,NA,NA,NA
2012-07-30,"Lake_Inlet",26,10,28,26,18,0.553,0.13,NA,NA,NA,NA,NA,NA,0.42,NA,NA,404,NA,NA,NA,NA,17.81,NA,NA,NA,47.0337832443924,NA
2012-08-05,"Lake_Inlet",51,6,14,37,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,19.94,NA,NA,NA,NA,NA
2012-08-14,"Lake_Inlet",57,28,46,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,20.33,NA,NA,NA,NA,NA
2012-08-19,"Lake_Inlet",18,11,20,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,13.97,NA,NA,NA,NA,NA
2012-08-27,"Lake_Inlet",83,8,47,36,39,1.743,0.01,NA,NA,NA,NA,NA,NA,1.73,NA,NA,374,NA,NA,NA,NA,18.08,NA,NA,NA,46.4384188995267,NA
2012-09-03,"Lake_Inlet",57,2,39,18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA
2012-09-09,"Lake_Inlet",28,9,22,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,NA,NA,15.54,NA,NA,NA,NA,NA
2012-09-16,"Lake_Inlet",22,6,19,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA,NA,NA,NA,10.21,NA,NA,NA,NA,NA
2012-09-23,"Lake_Inlet",26,11,23,3,12,0.163,0.01,NA,NA,NA,NA,NA,NA,0.15,NA,NA,285,NA,NA,NA,NA,12.95,NA,NA,NA,13.8634840304448,NA
2012-10-01,"Lake_Inlet",120,61,98,22,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,11.98,NA,NA,NA,NA,NA
2012-10-07,"Lake_Inlet",37,13,34,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,10.79,NA,NA,NA,NA,NA
2012-10-14,"Lake_Inlet",29,6,28,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,7.21,NA,NA,NA,NA,NA
2012-10-21,"Lake_Inlet",32,12,26,6,14,2.213,1.5,NA,NA,NA,NA,NA,NA,0.71,NA,NA,230,NA,NA,NA,NA,9.37,NA,NA,NA,152.928900334304,NA
2012-10-28,"Lake_Inlet",18,7,14,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,9.48,NA,NA,NA,NA,NA
2012-11-04,"Lake_Inlet",103,5,34,69,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA
2012-11-11,"Lake_Inlet",18,2,17,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA
